id;nom;insee;pop_2010;densite_2010;surface;coord1_degree;coord2_degree;coord1_grd;coord2_grd;coord1_dms;coord2_dms
66;SAINT-ANDRE-DE-CORCY;1333;2991;144;20.73;4.95;45.9167;2906;51029;45708;455535
67;BRESSOLLES;1062;709;91;7.73;5.1;45.8667;3065;50963;50544;455201
68;PERONNAS;1289;6054;344;17.55;5.2;46.1833;3184;51309;51210;461043
69;COLOMIEU;1110;115;19;5.96;5.61667;45.7333;3650;50814;53719;454359
70;MONTHIEUX;1261;599;55;10.75;4.93333;45.95;2893;51064;45625;455726
71;SAINT-JEAN-SUR-REYSSOUZE;1364;744;27;27.48;5.06667;46.4;3029;51551;50346;462346
72;GARNERANS;1167;656;76;8.57;4.83333;46.2;2783;51340;45028;461221
73;MONTREVEL-EN-BRESSE;1266;2362;229;10.27;5.13333;46.3333;3102;51485;50742;462012
74;CONAND;1111;104;6;15.28;5.46667;45.8833;3483;50992;52816;455333
75;CHALLES-LA-MONTAGNE;1077;179;23;7.65;5.46667;46.1333;3475;51250;52752;460730
76;MOGNENEINS;1252;727;84;8.57;4.81667;46.1333;2750;51265;44842;460818
77;THOISSEY;1420;1540;1149;1.34;4.8;46.1667;2739;51303;44807;461021
78;CHALEINS;1075;1165;68;17;4.8;46.0333;2742;51145;44817;460150
79;NEUVILLE-SUR-AIN;1273;1571;79;19.79;5.36667;46.0833;3373;51203;52220;460457
80;THIL;1418;1070;207;5.15;5.01667;45.8167;2983;50905;50118;454851
81;JUJURIEUX;1199;2097;136;15.39;5.41667;46.0333;3414;51156;52432;460224
82;ONCIEU;1279;91;11;7.76;5.46667;45.95;3485;51066;52824;455733
83;LURCY;1225;393;81;4.81;4.76667;46.0667;2716;51181;44652;460346
84;BALAN;1027;2348;130;18.04;5.1;45.8333;3069;50927;50554;455003
85;AMBUTRIX;1008;729;139;5.22;5.33333;45.9333;3335;51044;52017;455621
86;SAINTE-CROIX;1342;534;50;10.62;5.05195;45.8942;3017;50994;50307;455339
87;BLYES;1047;886;95;9.32;5.25;45.85;3236;50941;51458;455049
88;CONZIEU;1117;135;18;7.2;5.6;45.7333;3634;50807;53626;454334
89;NIEVROZ;1276;1488;142;10.46;5.06667;45.8333;3030;50918;50350;454935
90;NURIEUX-VOLOGNAT;1267;1058;54;19.34;5.52667;46.1856;3544;51317;53136;461108
91;AMBLEON;1006;116;19;5.88;5.6;45.75;3627;50833;53605;454458
92;SAINT-MAURICE-DE-GOURDANS;1378;2498;98;25.39;5.2;45.8167;3176;50913;51144;454917
93;CHEZERY-FORENS;1104;434;9;46.57;5.88333;46.2167;3922;51357;55159;461318
94;SAULT-BRENAZ;1396;1043;185;5.61;5.41667;45.85;3415;50950;52436;455119
95;MURS-ET-GELIGNIEUX;1268;241;37;6.46;5.66667;45.6333;3695;50713;53943;453829
96;LE PETIT-ABERGEMENT;1292;138;5;26.95;5.65;46.0333;3697;51147;53949;460157
97;CORMOZ;1124;625;31;19.56;5.23333;46.45;3217;51610;51356;462657
98;SAINT-MARTIN-DE-BAVEL;1372;443;52;8.5;5.68333;45.85;3712;50944;54039;455057
99;SAINT-TRIVIER-DE-COURTES;1388;1013;61;16.53;5.08333;46.4667;3050;51622;50453;462735
100;BOYEUX-SAINT-JEROME;1056;321;18;16.94;5.46667;46.0333;3467;51144;52724;460148
101;CHATEAU-GAILLARD;1089;1818;113;16.06;5.3;45.9667;3297;51082;51815;455824
102;PREMEYZEL;1310;234;30;7.63;5.65;45.6833;3679;50760;53853;454102
103;ARANDAS;1013;163;11;14.1;5.48333;45.9;3500;50995;52911;455342
104;CHATENAY;1090;352;23;14.95;5.2;46.0333;3183;51148;51206;460200
105;INNIMOND;1190;114;8;13.44;5.56667;45.7833;3595;50870;53421;454658
106;BOZ;1057;496;67;7.31;4.9;46.4;2859;51563;45434;462425
107;BRIORD;1064;893;72;12.29;5.46667;45.7833;3470;50869;52734;454657
108;REYRIEUX;1322;4093;260;15.7;4.81667;45.9333;2763;51038;44924;455604
109;MATAFELON-GRANGES;1240;652;30;21.54;5.56667;46.2667;3575;51401;53314;461540
110;DROM;1150;209;26;7.78;5.36667;46.2167;3369;51353;52207;461303
111;CHATILLON-EN-MICHAILLE;1091;3120;82;37.62;5.78333;46.1333;3848;51272;54760;460840
112;POLLIAT;1301;2403;119;20.07;5.13333;46.25;3099;51388;50733;461456
113;VESANCY;1436;526;49;10.7;6.08333;46.35;4171;51498;60527;462055
114;MASSIEUX;1238;2428;783;3.1;4.83333;45.9167;2771;51010;44949;455431
115;SAINT-CYR-SUR-MENTHON;1343;1636;96;16.93;4.98333;46.2667;2929;51417;45823;461632
116;SERRIERES-SUR-AIN;1404;119;14;8.18;5.45;46.15;3461;51281;52704;460910
117;NIVOLLET-MONTGRIFFON;1277;143;17;8.24;5.43333;45.9833;3482;51115;52815;460011
118;IZERNORE;1192;2278;109;20.86;5.55;46.2167;3575;51356;53314;461314
119;SAINT-NIZIER-LE-DESERT;1381;880;35;24.96;5.15;46.05;3124;51173;50854;460321
120;GUEREINS;1183;1308;290;4.51;4.78333;46.1;2715;51231;44647;460629
121;ILLIAT;1188;570;27;20.37;4.88333;46.1833;2835;51323;45318;461125
122;LA TRANCLIERE;1425;301;20;14.75;5.26667;46.1167;3250;51235;51542;460640
123;SAINT-DIDIER-DE-FORMANS;1347;1792;274;6.53;4.78333;45.95;2715;51063;44649;455723
124;MERIGNAT;1242;139;43;3.17;5.43333;46.0667;3444;51188;52612;460410
125;SAINT-ELOI;1349;399;27;14.26;5.15;45.9333;3129;51037;50908;455559
126;LA CHAPELLE-DU-CHATELARD;1085;341;25;13.37;5.03333;46.0667;2988;51188;50132;460408
127;SAINT-JEAN-DE-NIOST;1361;1421;100;14.19;5.21667;45.8333;3202;50933;51307;455024
128;SAVIGNEUX;1398;1204;81;14.75;4.85;46;2790;51112;45052;460004
129;NATTAGES;1271;564;54;10.33;5.76667;45.7333;3808;50811;54550;454347
130;SAINT-BENOIT;1338;773;35;21.65;5.58333;45.7;3613;50772;53519;454140
131;DOUVRES;1149;962;182;5.26;5.36667;45.9833;3374;51099;52223;455920
132;FRANCHELEINS;1165;1323;97;13.56;4.8;46.0667;2747;51193;44831;460425
133;DORTAN;1148;1996;110;18.11;5.66667;46.3167;3692;51465;53933;461908
134;SAINT-GERMAIN-LES-PAROISSES;1358;387;23;16.27;5.61667;45.7667;3646;50860;53705;454625
135;MIRIBEL;1249;9066;370;24.49;4.95306;45.8245;2907;50916;45711;454928
136;LANCRANS;1205;1052;108;9.66;5.83333;46.1333;3885;51249;55000;460728
137;ECHENEVEX;1153;1631;99;16.44;6.03333;46.3167;4110;51454;60210;461832
138;SAINT-JEAN-SUR-VEYLE;1365;1082;96;11.21;4.91667;46.25;2866;51398;45456;461529
139;BILLIAT;1044;484;35;13.7;5.78333;46.0667;3832;51197;54707;460437
140;L'ABERGEMENT-DE-VAREY;1002;221;24;9.15;5.41667;46;3431;51119;52528;460025
141;VILLENEUVE;1446;1383;51;26.79;4.83667;46.0212;2778;51134;45012;460116
142;VILLARS-LES-DOMBES;1443;4399;178;24.65;5.01667;46;2992;51114;50147;460009
143;THEZILLIEU;1417;324;12;26.25;5.6;45.8833;3627;50992;53603;455334
144;SAINT-ETIENNE-SUR-REYSSOUZE;1352;531;38;13.82;5;46.4;2960;51570;50003;462447
145;SOUCLIN;1411;261;19;13.19;5.41667;45.8667;3424;50974;52506;455234
146;SAINT-JUST;1369;881;260;3.38;5.28;46.1903;3270;51323;51648;461125
147;CIVRIEUX;1105;1362;68;19.76;4.88333;45.9167;2827;51023;45251;455516
148;ARGIS;1017;421;53;7.84;5.48333;45.9333;3505;51038;52928;455602
149;TALISSIEU;1415;425;88;4.8;5.71667;45.8667;3765;50962;54330;455157
150;BIRIEUX;1045;236;14;15.83;5.03333;45.95;3004;51059;50225;455710
151;SAINT-JULIEN-SUR-VEYLE;1368;715;72;9.84;4.95;46.2;2908;51336;45715;461208
152;THOIRY;1419;5205;179;28.93;5.97973;46.2364;4048;51374;55847;461411
153;LAIZ;1203;1130;109;10.31;4.88333;46.25;2836;51387;45320;461454
154;CRESSIN-ROCHEFORT;1133;374;47;7.93;5.76667;45.7667;3805;50863;54540;454636
155;SAINT-CHAMP;1341;139;27;5.14;5.73333;45.7833;3771;50871;54351;454702
156;SAINT-GEORGES-SUR-RENON;1356;197;34;5.66;5.03333;46.1;2995;51228;50155;460620
157;LANTENAY;1206;257;38;6.59;5.53333;46.05;3561;51175;53230;460327
158;VERNOUX;1433;285;27;10.2;5.11667;46.4833;3082;51646;50637;462852
159;CORMARANCHE-EN-BUGEY;1122;859;45;18.92;5.6;45.95;3638;51059;53640;455711
160;SAINTE-EUPHEMIE;1353;1482;321;4.61;4.78333;45.9667;2735;51081;44753;455822
161;BEAUPONT;1029;624;44;14.07;5.26667;46.4;3256;51568;51601;462441
162;BRENS;1061;1158;167;6.9;5.69473;45.7187;3731;50798;54141;454307
163;RAMASSE;1317;250;25;9.86;5.35;46.2;3354;51328;52119;461142
164;DIVONNE-LES-BAINS;1143;8160;240;33.88;6.13333;46.3667;4229;51508;60834;462124
165;LEAZ;1209;569;49;11.4;5.88333;46.1;3944;51220;55312;460553
166;VILLES;1448;385;41;9.21;5.78333;46.0833;3831;51209;54706;460518
167;SAINT-JULIEN-SUR-REYSSOUZE;1367;668;88;7.52;5.11667;46.4;3083;51557;50641;462406
168;GROSLEE;1182;353;48;7.27;5.56667;45.7167;3589;50792;53400;454246
169;VANDEINS;1429;619;65;9.4;5.08333;46.2167;3047;51353;50445;461303
170;VERJON;1432;250;48;5.11;5.35;46.35;3350;51495;52104;462045
171;SAINT-ANDRE-SUR-VIEUX-JONC;1336;1079;44;24.22;5.06667;46.15;3122;51286;50847;460926
172;SAINT-ANDRE-D'HUIRIAT;1334;543;60;9;4.91667;46.2167;2862;51348;45444;461248
173;GRILLY;1180;762;101;7.5;6.11667;46.3333;4198;51478;60654;461950
174;CESSY;1071;3992;624;6.39;6.06667;46.3167;4148;51466;60412;461909
175;ORDONNAZ;1280;141;9;14.88;5.53333;45.8333;3557;50930;53218;455014
176;VESCOURS;1437;208;16;12.48;5.03333;46.4667;2987;51639;50129;462830
177;MEILLONNAS;1241;1298;73;17.74;5.35;46.25;3350;51383;52107;461442
178;GEOVREISSET;1171;903;272;3.31;5.6;46.25;3646;51396;53704;461522
179;CEYZERIEU;1073;929;47;19.72;5.73333;45.8333;3766;50928;54334;455006
180;BEARD-GEOVREISSIAT;1170;925;197;4.69;5.56667;46.2;3578;51322;53325;461123
181;LA BURBANCHE;1066;72;6;10.82;5.56667;45.85;3582;50941;53338;455048
182;PERREX;1291;826;74;11.07;4.98333;46.2333;2935;51384;45841;461444
183;VILLEMOTIER;1445;632;45;13.86;5.31667;46.35;3316;51496;51916;462046
184;JASSERON;1195;1552;81;18.93;5.33333;46.2167;3320;51347;51928;461245
185;CORVEISSIAT;1125;602;26;22.69;5.48333;46.2333;3494;51381;52853;461435
186;JOURNANS;1197;324;133;2.43;5.33333;46.15;3329;51272;51957;460841
187;SERMOYER;1402;669;40;16.7;4.98333;46.5;2938;51666;45851;462959
188;CHARIX;1087;294;16;18.27;5.68333;46.1833;3719;51315;54103;461060
189;ARBIGNIEU;1015;480;36;13.07;5.65;45.7333;3682;50809;53902;454342
190;LEYSSARD;1214;153;16;9.13;5.46667;46.1667;3488;51284;52833;460921
191;SAINT-JEAN-DE-THURIGNEUX;1362;710;44;16;4.88333;45.95;2829;51058;45256;455708
192;FRANS;1166;1984;248;7.98;4.78333;45.9833;2708;51101;44626;455929
193;TENAY;1416;1120;85;13.12;5.5;45.9167;3524;51022;53030;455512
194;BAGE-LA-VILLE;1025;3040;76;39.68;4.95;46.3167;2898;51462;45643;461856
195;MONTMERLE-SUR-SAONE;1263;3823;918;4.16;4.76667;46.0833;2691;51202;44531;460453
196;COURMANGOUX;1127;507;34;14.82;5.36667;46.3333;3369;51479;52208;461952
197;BANEINS;1028;572;64;8.91;4.9;46.1167;2850;51233;45406;460636
198;LAGNIEU;1202;6756;247;27.25;5.35;45.9;3347;51004;52057;455413
199;ATTIGNAT;1024;2936;157;18.69;5.16667;46.2833;3137;51430;50935;461714
200;SAINT-ANDRE-DE-BAGE;1332;635;235;2.7;4.91667;46.3;2874;51446;45524;461806
201;PONT-DE-VAUX;1305;2205;292;7.54;4.93333;46.4333;2890;51591;45617;462555
202;AMBERIEU-EN-BUGEY;1004;13835;562;24.6;5.35;45.95;3357;51065;52128;455729
203;PEYZIEUX-SUR-SAONE;1295;473;54;8.66;4.81667;46.1167;2754;51252;44855;460738
204;CROZET;1135;1862;67;27.47;6.01251;46.2806;4084;51423;60045;461650
205;SEYSSEL;1407;942;392;2.4;5.83194;45.9597;3883;51065;54952;455732
206;BEYNOST;1043;4475;420;10.64;5;45.8333;2961;50934;50005;455025
207;VERSONNEX;1435;2144;364;5.89;6.09723;46.3023;4178;51447;60550;461808
208;SAINT-LAURENT-SUR-SAONE;1370;1749;3300;0.53;4.83333;46.3;2781;51450;45022;461819
209;ARTEMARE;1022;1126;300;3.75;5.7;45.8667;3729;50972;54134;455228
210;MONTRACOL;1264;967;66;14.56;5.11667;46.1833;3095;51330;50719;461150
211;PARVES;1286;360;65;5.53;5.75;45.75;3783;50827;54427;454439
212;PUGIEU;1316;168;34;4.85;5.65;45.8167;3680;50912;53857;454916
213;VIRIEU-LE-GRAND;1452;1156;92;12.55;5.65;45.85;3683;50943;53906;455057
214;SAINT-REMY;1385;906;122;7.38;5.16667;46.1833;3146;51321;51006;461121
215;RANCE;1318;641;67;9.53;4.86667;45.9667;2813;51073;45208;455756
216;GRIEGES;1179;1899;127;14.87;4.85;46.25;2793;51394;45101;461517
217;GRAND-CORENT;1177;161;22;7.13;5.43333;46.2;3438;51332;52551;461157
218;OUTRIAZ;1282;256;43;5.91;5.55;46.0667;3567;51186;53249;460402
219;MONTAGNIEU;1255;495;79;6.22;5.46667;45.8;3479;50882;52803;454738
220;CHAMPAGNE-EN-VALROMEY;1079;765;42;18.16;5.68333;45.9;3712;51005;54039;455416
221;AMBERIEUX-EN-DOMBES;1005;1616;101;15.92;4.9;46;2851;51109;45410;455954
222;LA BOISSE;1049;2928;311;9.4;5.03333;45.85;2999;50936;50208;455032
223;PARCIEUX;1285;1095;348;3.14;4.81667;45.9167;2765;51017;44931;455456
224;SAINT-DIDIER-D'AUSSIAT;1346;863;56;15.22;5.06667;46.3;3027;51451;50339;461823
225;SAINT-NIZIER-LE-BOUCHOUX;1380;703;24;28.3;5.15;46.45;3127;51622;50903;462735
226;ARS-SUR-FORMANS;1021;1367;248;5.5;4.81667;45.9833;2763;51102;44922;455931
227;ANGLEFORT;1010;994;33;29.26;5.80833;45.9167;3858;51014;54832;455444
228;CORLIER;1121;124;22;5.45;5.5;46.0333;3514;51145;52957;460149
229;FERNEY-VOLTAIRE;1160;8025;1678;4.78;6.11667;46.25;4190;51395;60629;461521
230;SAINT-MAURICE-DE-REMENS;1379;709;68;10.35;5.28333;45.95;3265;51065;51632;455731
231;CHATILLON-LA-PALUD;1092;1562;111;14.01;5.25;45.9667;3236;51084;51456;455833
232;SAINT-SULPICE;1387;142;26;5.26;5.04167;46.3203;3006;51467;50230;461913
233;SAINT-BOIS;1340;123;13;9.42;5.63333;45.7;3672;50779;53828;454203
234;VIRIGNIN;1454;855;108;7.88;5.71667;45.7167;3752;50797;54247;454302
235;PREMILLIEU;1311;36;4;8.51;5.56667;45.8667;3594;50971;53417;455227
236;GENOUILLEUX;1169;609;149;4.08;4.78333;46.1167;2723;51243;44713;460708
237;REYSSOUZE;1323;929;97;9.54;4.91667;46.4333;2870;51591;45509;462555
238;COLLONGES;1109;1897;116;16.25;5.9;46.1333;3964;51265;55415;460819
239;SAINT-GERMAIN-DE-JOUX;1357;480;42;11.27;5.73333;46.1833;3780;51309;54418;461040
240;BREGNIER-CORDON;1058;832;75;11;5.61667;45.65;3648;50721;53711;453856
241;SAINT-MARTIN-LE-CHATEL;1375;790;61;12.77;5.11667;46.2833;3088;51424;50657;461655
242;MARIGNIEU;1234;148;41;3.55;5.71667;45.8;3760;50886;54316;454749
243;LES NEYROLLES;1274;637;67;9.5;5.63333;46.1333;3663;51268;53801;460830
244;SULIGNAT;1412;569;52;10.8;4.96667;46.1667;2918;51308;45747;461038
245;BENY;1038;724;39;18.25;5.28333;46.3333;3274;51466;51700;461910
246;INJOUX-GENISSIAT;1189;1055;35;29.61;5.78333;46.05;3851;51168;54809;460305
247;CHANAY;1082;617;34;18.1;5.78333;46;3832;51118;54708;460022
248;CHATILLON-SUR-CHALARONNE;1093;4922;273;17.98;4.96667;46.1167;2911;51244;45725;460711
249;FARGES;1158;854;59;14.28;5.91667;46.1667;3965;51298;55419;461004
250;SAINT-ALBAN;1331;163;20;8.08;5.45;46.1;3463;51217;52712;460544
251;CURTAFOND;1140;702;56;12.41;5.08333;46.2667;3058;51414;50519;461621
252;VIRIAT;1451;6006;133;45.03;5.21667;46.25;3200;51393;51260;461513
253;BELLEYDOUX;1035;321;18;17.63;5.76667;46.25;3823;51392;54639;461509
254;BAGE-LE-CHATEL;1026;796;904;0.88;4.93333;46.3;2881;51453;45546;461828
255;SAINTE-OLIVE;1382;303;41;7.39;4.93333;46.0167;2885;51132;45601;460107
256;SAINT-GENIS-SUR-MENTHON;1355;408;35;11.55;5.01667;46.2833;2969;51425;50032;461656
257;DOMSURE;1147;473;31;15.2;5.3;46.4167;3287;51577;51742;462509
258;CHAVANNES-SUR-SURAN;1095;644;29;21.5;5.41667;46.2667;3433;51404;52536;461548
259;PRIAY;1314;1488;94;15.77;5.28333;46;3282;51115;51724;460012
260;PEYRIEU;1294;821;58;14.13;5.67751;45.6767;3712;50752;54039;454036
261;LALLEYRIAT;1204;239;15;15.25;5.71667;46.15;3754;51283;54253;460917
262;SERGY;1401;1977;208;9.46;6;46.25;4070;51392;60000;461511
263;SAINT-MARTIN-DU-FRENE;1373;1077;56;19.14;5.55;46.1333;3573;51266;53309;460820
264;SAINT-MAURICE-DE-BEYNOST;1376;3865;552;6.99;4.96667;45.8333;2932;50923;45831;454949
265;SERVAS;1405;1184;90;13.05;5.16667;46.1333;3143;51259;50956;460758
266;CUZIEU;1141;407;83;4.87;5.67445;45.8192;3708;50910;54028;454909
267;JAYAT;1196;1049;64;16.3;5.11667;46.3667;3093;51523;50715;462214
268;LAVOURS;1208;148;23;6.3;5.76667;45.8;3817;50899;54621;454833
269;CHEVROUX;1102;933;54;17.2;4.95;46.3833;2902;51534;45655;462250
270;POLLIEU;1302;157;42;3.71;5.75;45.8;3783;50889;54430;454759
271;BELIGNEUX;1032;2905;218;13.3;5.11667;45.8667;3102;50947;50744;455108
272;BRENAZ;1059;92;9;9.79;5.71667;45.95;3762;51054;54322;455654
273;BENONCES;1037;275;17;15.33;5.48333;45.8333;3487;50920;52831;454940
274;SAINT-JEAN-LE-VIEUX;1363;1609;104;15.33;5.38917;46.0284;3392;51143;52321;460142
275;BEAUREGARD;1030;870;925;0.94;4.75139;46.002;2683;51113;44505;460007
276;OYONNAX;1283;22650;626;36.18;5.66667;46.25;3687;51395;53918;461520
277;MIONNAY;1248;2077;105;19.62;4.93333;45.9;2881;50994;45547;455342
278;GERMAGNAT;1172;145;15;9.48;5.45;46.3167;3458;51456;52655;461839
279;COLIGNY;1108;1154;68;16.87;5.35;46.3833;3344;51537;52046;462259
280;SIMANDRE-SUR-SURAN;1408;650;39;16.3;5.41667;46.2167;3423;51361;52501;461331
281;L'ABERGEMENT-CLEMENCIAT;1001;784;49;15.95;4.91667;46.15;2871;51279;45516;460904
282;LESCHEROUX;1212;683;34;20.05;5.15;46.4;3122;51563;50847;462424
283;ORNEX;1281;3531;626;5.64;6.1;46.2833;4174;51418;60536;461634
284;DOMMARTIN;1144;841;48;17.19;4.99167;46.3417;2948;51486;45924;462015
285;LOMPNAS;1219;149;11;12.69;5.51667;45.8;3537;50892;53113;454811
286;BETTANT;1041;724;214;3.37;5.36667;45.9333;3362;51048;52146;455637
287;ARMIX;1019;20;2;6.82;5.58333;45.85;3610;50944;53508;455057
288;FEILLENS;1159;3115;208;14.91;4.88333;46.3333;2838;51484;45328;462009
289;CHAVORNAY;1097;199;25;7.77;5.7;45.8833;3759;50977;54311;455245
290;CHALLEX;1078;1225;141;8.67;5.96667;46.1833;4044;51313;55833;461053
291;VONGNES;1456;74;36;2.05;5.71667;45.8167;3764;50905;54327;454853
292;MAGNIEU;1227;419;67;6.23;5.71667;45.7833;3759;50862;54310;454632
293;GROISSIAT;1181;1143;180;6.32;5.6;46.2167;3640;51366;53645;461345
294;DOMPIERRE-SUR-CHALARONNE;1146;389;81;4.78;4.9;46.1333;2853;51270;45416;460836
295;MONTLUEL;1262;6999;174;40.11;5.05;45.85;3022;50946;50323;455106
296;LE POIZAT;1300;422;23;17.9;5.7;46.15;3732;51271;54144;460839
297;HOSTIAZ;1186;82;7;10.6;5.53333;45.9;3553;51002;53204;455406
298;MONTANGES;1257;330;24;13.7;5.8;46.1667;3850;51293;54805;460951
299;SAINTE-JULIE;1366;889;79;11.15;5.28333;45.8833;3269;50989;51642;455324
300;BEY;1042;245;88;2.77;4.85;46.2167;2788;51355;45045;461310
301;SONTHONNAX-LA-MONTAGNE;1410;320;22;14.14;5.53333;46.2333;3542;51370;53127;461359
302;MEZERIAT;1246;2072;108;19.17;5.03333;46.2333;3012;51372;50250;461405
303;BELLIGNAT;1031;3537;451;7.83;5.61667;46.25;3662;51383;53758;461441
304;SAINT-MARCEL;1371;1212;104;11.64;4.98723;45.9487;2945;51054;45914;455655
305;BELLEY;1034;8755;390;22.42;5.68333;45.7667;3724;50844;54117;454533
306;CORBONOD;1118;1176;37;31.59;5.81667;45.95;3873;51075;54920;455802
307;NEYRON;1275;2472;461;5.36;4.93223;45.8148;2884;50905;45556;454853
308;SAINT-PAUL-DE-VARAX;1383;1551;59;25.97;5.13333;46.1;3102;51221;50742;460556
309;PRESSIAT;1312;224;37;6.01;5.38333;46.3333;3388;51470;52308;461923
310;CHAZEY-BONS;1098;744;70;10.59;5.68333;45.8;3717;50892;54054;454811
311;SERVIGNAT;1406;160;20;7.99;5.06667;46.4333;3036;51593;50410;462601
312;MARLIEUX;1235;887;52;16.85;5.06667;46.0667;3040;51183;50422;460353
313;ANDERT-ET-CONDON;1009;340;48;6.94;5.65;45.8;3687;50883;53919;454741
314;HAUTECOURT-ROMANECHE;1184;773;35;21.6;5.41667;46.1583;3423;51289;52503;460935
315;CROTTET;1134;1722;142;12.12;4.9;46.2833;2839;51419;45332;461638
316;DRUILLAT;1151;1134;54;20.72;5.31667;46.0667;3312;51178;51902;460336
317;DOMPIERRE-SUR-VEYLE;1145;1226;42;29.1;5.2;46.0667;3187;51190;51217;460416
318;PEROUGES;1290;1204;63;18.97;5.18333;45.9;3158;51004;51046;455412
319;RIGNIEUX-LE-FRANC;1325;950;63;15.02;5.18333;45.9333;3170;51045;51122;455624
320;GIRON;1174;162;17;9.39;5.76667;46.2333;3819;51362;54627;461332
321;CERDON;1068;741;60;12.3;5.46667;46.0833;3477;51201;52757;460450
322;CRUZILLES-LES-MEPILLAT;1136;818;69;11.84;4.88333;46.2167;2827;51361;45250;461329
323;LELEX;1210;225;12;17.63;5.95;46.3;4006;51448;55632;461812
324;LHOPITAL;1215;59;16;3.68;5.77834;46.0217;3824;51135;54642;460118
325;SEGNY;1399;1649;508;3.24;6.08333;46.3;4152;51441;60424;461749
326;CHEIGNIEU-LA-BALME;1100;157;25;6.26;5.61667;45.8333;3634;50919;53628;454938
327;SAINT-VULBAS;1390;957;44;21.44;5.28333;45.8333;3282;50926;51727;455002
328;ECHALLON;1152;772;27;28.09;5.74139;46.21;3783;51345;54429;461236
329;LE MONTELLIER;1260;244;15;15.38;5.06667;45.9333;3041;51034;50424;455549
330;MARTIGNAT;1237;1604;121;13.25;5.6;46.2167;3636;51344;53632;461234
331;CEYZERIAT;1072;2738;292;9.36;5.31667;46.1667;3319;51309;51926;461042
332;MONTCET;1259;665;99;6.68;5.11667;46.2;3084;51347;50645;461245
333;VONNAS;1457;2790;156;17.81;5;46.2167;2949;51355;45927;461309
334;BUELLAS;1065;1669;163;10.21;5.13333;46.2;3108;51344;50800;461233
335;SAINT-BENIGNE;1337;1161;70;16.49;4.96667;46.4333;2916;51605;45738;462641
336;CHEVILLARD;1101;162;24;6.67;5.58333;46.1167;3606;51233;53455;460634
337;BOULIGNEUX;1052;309;11;26.09;5;46.0167;2950;51136;45930;460122
338;CONTREVOZ;1116;539;38;14.18;5.63333;45.8;3658;50896;53742;454822
339;CHAMPDOR;1080;464;26;17.37;5.6;46.0167;3623;51130;53550;460102
340;PORT;1307;847;199;4.25;5.56667;46.1667;3593;51294;53413;460952
341;SURJOUX;1413;78;18;4.31;5.8;46.0167;3851;51138;54810;460127
342;CHAMPFROMIER;1081;677;20;32.4;5.81667;46.2;3867;51327;54900;461138
343;VESINES;1439;91;23;3.88;4.86667;46.35;2812;51510;45202;462133
344;SEILLONNAZ;1400;138;14;9.59;5.48333;45.8;3504;50896;52925;454824
345;VARAMBON;1430;521;65;7.99;5.31667;46.0333;3311;51156;51859;460225
346;LE GRAND-ABERGEMENT;1176;109;3;31.92;5.66667;46.0333;3709;51149;54030;460202
347;JASSANS-RIOTTIER;1194;5976;1242;4.81;4.75;45.9833;2689;51095;44524;455908
348;ASNIERES-SUR-SAONE;1023;73;15;4.68;4.88333;46.3833;2829;51538;45259;462302
349;CONDAMINE;1112;404;87;4.64;5.56667;46.1167;3572;51232;53304;460632
350;LHUIS;1216;854;34;24.43;5.53333;45.75;3552;50830;53200;454448
351;ROMANS;1328;587;26;22.32;5.03333;46.1167;2985;51243;50122;460709
352;PIZAY;1297;777;69;11.18;5.08333;45.8833;3059;50987;50522;455319
353;CERTINES;1069;1445;90;15.92;5.26667;46.1333;3253;51258;51552;460756
354;RUFFIEU;1330;202;14;14.03;5.66667;46;3696;51105;53948;455939
355;MEXIMIEUX;1244;7268;528;13.75;5.2;45.9;3175;51005;51140;455416
356;SAINT-RAMBERT-EN-BUGEY;1384;2164;75;28.55;5.43333;45.95;3446;51054;52617;455655
357;AMBRONAY;1007;2362;70;33.55;5.35;46;3360;51117;52138;460020
358;CIZE;1106;170;37;4.52;5.43333;46.2;3454;51338;52644;461215
359;SAINT-GERMAIN-SUR-RENON;1359;236;14;15.8;5.05;46.0833;3023;51201;50327;460450
360;VILLETTE-SUR-AIN;1449;673;34;19.38;5.26862;45.9884;3258;51098;51607;455918
361;DAGNEUX;1142;4099;616;6.65;5.06667;45.85;3035;50946;50405;455106
362;BOISSEY;1050;288;31;9.05;5;46.3833;2955;51535;45946;462254
363;SALAVRE;1391;284;36;7.77;5.35;46.3667;3344;51515;52046;462150
364;BRION;1063;517;115;4.48;5.55251;46.1728;3573;51303;53309;461022
365;LABALME;1200;204;23;8.8;5.48333;46.1;3496;51215;52859;460535
366;SAUVERNY;1397;1078;570;1.89;6.11667;46.3167;4198;51462;60653;461855
367;MONTCEAUX;1258;1164;116;10.03;4.8;46.1;2734;51218;44750;460547
368;BRENOD;1060;544;22;23.79;5.6;46.0667;3633;51179;53622;460339
369;MISERIEUX;1250;1762;237;7.41;4.81667;45.9833;2749;51082;44839;455824
370;PREVESSIN-MOENS;1313;5980;495;12.07;6.08333;46.25;4161;51395;60455;461520
371;LENT;1211;1328;42;31.48;5.2;46.1167;3177;51244;51145;460710
372;MARSONNAS;1236;1005;54;18.38;5.06667;46.3333;3038;51490;50416;462027
373;MANZIAT;1231;1924;152;12.63;4.9;46.35;2857;51510;45428;462134
374;TREVOUX;1427;6730;1178;5.71;4.76667;45.9333;2709;51046;44630;455627
