id;nom;insee;pop_2010;densite_2010;surface;long_deg;lat_deg
16121;CHANGY;42049;615;44;13.67;3.9;46.15
16122;SALT-EN-DONZY;42296;535;59;8.93;4.28333;45.7333
16123;SAINTE-CROIX-EN-JAREZ;42210;435;36;12.05;4.65;45.4833
16124;SAINT-ETIENNE;42218;171260;2141;79.97;4.4;45.4333
16125;VERIN;42327;692;226;3.05;4.75;45.45
16126;SAINT-ROMAIN-EN-JAREZ;42283;1168;68;16.96;4.51667;45.55
16127;SAINT-JEAN-BONNEFONDS;42237;6316;544;11.59;4.45;45.45
16128;CUZIEU;42081;1498;130;11.51;4.26667;45.6167
16129;SAINT-ROMAIN-LA-MOTTE;42284;1554;56;27.56;3.98333;46.0833
16130;SURY-LE-COMTAL;42304;5605;231;24.18;4.16667;45.5333
16131;SAINT-MICHEL-SUR-RHONE;42265;778;132;5.87;4.75;45.45
16132;ANDREZIEUX-BOUTHEON;42005;9676;594;16.28;4.26028;45.5262
16133;NOIRETABLE;42159;1666;41;40.34;3.76667;45.8167
16134;L'HORME;42110;4750;1079;4.4;4.55;45.4833
16135;BALBIGNY;42011;2840;167;16.98;4.18333;45.8167
16136;SAINT-CYR-DE-VALORGES;42213;352;35;9.91;4.30833;45.8917
16137;OUCHES;42162;1116;110;10.12;3.98333;46.0167
16138;CHAMBLES;42042;969;51;18.9;4.23333;45.45
16139;LE CROZET;42078;298;22;13.31;3.855;46.1706
16140;TARENTAISE;42306;450;35;12.57;4.5;45.3667
16141;SAINT-HILAIRE-CUSSON-LA-VALMITTE;42235;324;17;18.31;4.04195;45.3687
16142;BURDIGNES;42028;347;11;30.81;4.56667;45.2667
16143;BARD;42012;610;44;13.78;4.01667;45.5833
16144;SAINT-PRIEST-LA-PRUGNE;42276;459;12;36.68;3.75;45.9667
16145;APINAC;42006;401;26;15.35;4;45.3833
16146;TRELINS;42313;616;76;8.09;4.01667;45.7333
16147;VIRICELLES;42335;432;216;2;4.38333;45.65
16148;MARCILLY-LE-CHATEL;42134;1272;77;16.32;4.03723;45.695
16149;SAINT-BONNET-LES-OULES;42206;1516;122;12.41;4.33333;45.55
16150;PERREUX;42170;2169;52;41.35;4.11667;46.0333
16151;SAINT-VICTOR-SUR-RHINS;42293;1126;98;11.43;4.28333;46
16152;CHARLIEU;42052;3695;551;6.7;4.18333;46.15
16153;LE CHAMBON-FEUGEROLLES;42044;12851;733;17.51;4.31667;45.4
16154;SAINT-CHRISTO-EN-JAREZ;42208;1822;83;21.77;4.48333;45.55
16155;ROCHE;42188;268;11;23.33;3.95;45.6167
16156;FARNAY;42093;1342;169;7.93;4.6;45.5
16157;SAINT-BARTHELEMY-LESTRA;42202;684;61;11.06;4.33333;45.7167
16158;LA VALLA-EN-GIER;42322;939;26;34.78;4.51667;45.4167
16159;SAINT-MARTIN-LESTRA;42261;910;55;16.33;4.35;45.7167
16160;JAS;42113;220;35;6.22;4.31667;45.75
16161;MARLHES;42139;1393;42;32.6;4.4;45.2833
16162;ECOTAY-L'OLME;42087;1130;173;6.52;4.05;45.5833
16163;LURE;42125;142;22;6.23;3.93333;45.8833
16164;SOLEYMIEUX;42301;644;73;8.8;4.05;45.5167
16165;SAINTE-COLOMBE-SUR-GAND;42209;410;30;13.56;4.26667;45.8833
16166;SAINT-ROMAIN-LE-PUY;42285;3607;170;21.14;4.11667;45.55
16167;CEZAY;42035;190;18;10.52;3.96667;45.8
16168;LA GIMOND;42100;272;80;3.37;4.41667;45.55
16169;BONSON;42022;3593;697;5.15;4.23333;45.5167
16170;MONTARCHER;42146;63;10;5.99;4;45.45
16171;SAINT-NIZIER-SOUS-CHARLIEU;42267;1661;129;12.83;4.13333;46.15
16172;SAINT-GEORGES-HAUTE-VILLE;42228;1272;132;9.63;4.1;45.55
16173;SAINT-PAUL-EN-JAREZ;42271;4103;205;19.98;4.58333;45.4833
16174;SAIL-LES-BAINS;42194;209;9;21.11;3.85;46.2333
16175;SAINT-BONNET-DES-QUARTS;42203;361;11;32.45;3.85;46.1333
16176;SAINT-MARCEL-D'URFE;42255;283;20;13.92;3.88333;45.8667
16177;BOYER;42025;225;43;5.18;4.21667;46.1
16178;VIRIGNEUX;42336;588;49;11.84;4.35;45.6833
16179;CHAZELLES-SUR-LYON;42059;5110;244;20.91;4.38333;45.6333
16180;DEBATS-RIVIERE-D'ORPRA;42084;166;48;3.41;3.93861;45.76
16181;SAINT-CYPRIEN;42211;2313;317;7.28;4.23333;45.5333
16182;LA CHAPELLE-EN-LAFAYE;42050;138;15;8.99;3.98333;45.4667
16183;SAINT-JUST-EN-BAS;42247;304;14;20.95;3.88333;45.7333
16184;AMBIERLE;42003;1805;58;30.76;3.9;46.1
16185;SAINT-GERMAIN-LAVAL;42230;1672;97;17.08;4.01667;45.8333
16186;SAINT-BONNET-LE-COURREAU;42205;733;14;50.18;3.95;45.6667
16187;PRADINES;42178;679;58;11.6;4.18333;46
16188;SAINT-RIRAND;42281;158;9;16.43;3.85;46.0667
16189;VILLEMONTAIS;42331;981;77;12.73;3.95;45.9833
16190;LES NOES;42158;186;11;15.68;3.85195;46.0412
16191;BESSEY;42018;398;63;6.24;4.7;45.3833
16192;LE COTEAU;42071;6905;1412;4.89;4.08333;46.0333
16193;SAINT-CHAMOND;42207;35793;652;54.88;4.5;45.4667
16194;LA TUILIERE;42314;287;9;31.09;3.8;45.9417
16195;ESTIVAREILLES;42091;671;29;22.56;4.01667;45.4167
16196;CHATEAUNEUF;42053;1480;108;13.65;4.62473;45.522
16197;SAINT-BONNET-LE-CHATEAU;42204;1562;835;1.87;4.06667;45.4167
16198;BOISSET-SAINT-PRIEST;42021;1141;62;18.28;4.11667;45.5167
16199;CROIZET-SUR-GAND;42077;284;47;5.98;4.23333;45.9167
16200;FRAISSES;42099;3958;854;4.63;4.26612;45.3878
16201;GRAMMOND;42102;860;105;8.13;4.43333;45.5667
16202;SAINT-VINCENT-DE-BOISSET;42294;884;215;4.11;4.11667;46
16203;SAINT-SAUVEUR-EN-RUE;42287;1124;37;30.26;4.5;45.2667
16204;DARGOIRE;42083;452;235;1.92;4.66806;45.5603
16205;SAINT-APPOLINARD;42201;609;61;9.84;4.65;45.3417
16206;MIZERIEUX;42143;398;56;7.01;4.16667;45.8
16207;BUSSY-ALBIEUX;42030;482;24;19.65;4.03333;45.8
16208;CHAMPOLY;42047;288;19;14.89;3.83333;45.85
16209;SAVIGNEUX;42299;3186;166;19.19;4.08333;45.6167
16210;SAINTE-AGATHE-LA-BOUTERESSE;42197;1116;94;11.75;4.055;45.7342
16211;SAINT-LEGER-SUR-ROANNE;42253;1148;254;4.51;4;46.0333
16212;SAINT-JULIEN-D'ODDES;42243;270;25;10.41;4;45.85
16213;MAROLS;42140;398;26;14.94;4.05;45.4833
16214;COMBRE;42068;421;104;4.01;4.26667;46.0333
16215;THELIS-LA-COMBE;42310;175;12;14.57;4.55;45.3167
16216;LA GRESLE;42104;790;53;14.75;4.28333;46.0667
16217;MACHEZAL;42128;419;30;13.88;4.31667;45.9167
16218;LEZIGNEUX;42122;1656;110;15.04;4.06667;45.5667
16219;SAINT-JUST-SAINT-RAMBERT;42279;14172;348;40.63;4.24;45.4995
16220;LERIGNEUX;42121;155;15;9.76;3.96667;45.6
16221;CHAGNON;42036;506;204;2.48;4.55;45.5333
16222;PLANFOY;42172;909;74;12.27;4.45;45.3833
16223;SAIL-SOUS-COUZAN;42195;951;127;7.43;3.95;45.7333
16224;SAINT-POLGUES;42274;240;41;5.77;3.98333;45.9167
16225;LA VERSANNE;42329;355;23;15.13;4.53333;45.3167
16226;LA GRAND-CROIX;42103;5070;1251;4.05;4.55;45.5
16227;VERANNE;42326;808;50;15.96;4.66667;45.3667
16228;MARCENOD;42133;650;72;9;4.5;45.5667
16229;POUILLY-LES-FEURS;42175;1181;90;13.03;4.23333;45.8
16230;SAINT-MARTIN-LA-PLAINE;42259;3686;380;9.7;4.6;45.5333
16231;SAINTE-AGATHE-EN-DONZY;42196;111;32;3.39;4.31667;45.8333
16232;LA CHAMBONIE;42045;59;13;4.42;3.75;45.75
16233;VILLEREST;42332;4641;313;14.82;4.03667;45.9934
16234;SAINT-PRIEST-EN-JAREZ;42275;6177;2012;3.07;4.36667;45.4667
16235;MONTAGNY;42145;1163;45;25.57;4.23584;46.0328
16236;LAVIEU;42117;95;21;4.45;4.03333;45.5333
16237;CHAVANAY;42056;2833;188;15.06;4.73333;45.4167
16238;SALVIZINET;42297;599;55;10.84;4.26667;45.7667
16239;SAINT-CYR-LES-VIGNES;42214;926;47;19.38;4.3;45.6833
16240;GUMIERES;42107;317;19;16.12;3.98333;45.5333
16241;POUILLY-LES-NONAINS;42176;1824;178;10.23;3.98333;46.0333
16242;PANISSIERES;42165;2972;111;26.71;4.33333;45.7833
16243;AMIONS;42004;290;17;17.01;4.03333;45.8833
16244;PELUSSIN;42168;3515;109;32.16;4.68333;45.4167
16245;SAINT-ROMAIN-D'URFE;42282;284;18;15;3.83333;45.8833
16246;MARS;42141;552;45;12.03;4.24639;46.1531
16247;SAINT-MARTIN-LA-SAUVETE;42260;974;32;29.74;3.91667;45.8333
16248;CHAMBEON;42041;483;28;16.85;4.18333;45.7
16249;SAINT-PAUL-D'UZORE;42269;138;14;9.51;4.08333;45.6667
16250;SAINT-HAON-LE-CHATEL;42232;596;685;0.87;3.91667;46.0667
16251;SAINT-THOMAS-LA-GARDE;42290;585;171;3.41;4.08333;45.5667
16252;JONZIEUX;42115;1217;117;10.32;4.36667;45.3167
16253;SAINT-PAUL-DE-VEZELIN;42268;306;22;13.52;4.08333;45.8833
16254;ROZIER-EN-DONZY;42193;1362;143;9.51;4.28333;45.8
16255;MONTVERDUN;42150;1117;67;16.52;4.06667;45.7167
16256;ESSERTINES-EN-CHATELNEUF;42089;664;43;15.2;4;45.6167
16257;SAINTE-FOY-SAINT-SULPICE;42221;483;16;29.12;4.13333;45.7667
16258;BOISSET-LES-MONTROND;42020;1081;134;8.01;4.2;45.6167
16259;URBISE;42317;137;8;15.5;3.9;46.25
16260;ABOEN;42001;363;40;8.96;4.13333;45.4167
16261;LA TOUR-EN-JAREZ;42311;1327;262;5.05;4.4;45.4833
16262;SAINT-REGIS-DU-COIN;42280;374;18;20.4;4.45;45.2833
16263;SAINT-SIXTE;42288;695;45;15.35;3.98333;45.7833
16264;LA FOUILLOUSE;42097;4393;213;20.57;4.31667;45.5
16265;BELLEGARDE-EN-FOREZ;42013;1847;97;18.91;4.3;45.65
16266;SAINT-JOSEPH;42242;1908;237;8.05;4.61667;45.55
16267;JEANSAGNIERE;42114;83;5;14.01;3.83333;45.7333
16268;SAINT-JEAN-SOLEYMIEUX;42240;850;51;16.47;4.03333;45.5
16269;DOIZIEUX;42085;828;29;28.07;4.58333;45.4167
16270;SAINT-ETIENNE-LE-MOLARD;42219;969;58;16.55;4.08333;45.7333
16271;RIVAS;42185;524;113;4.6;4.25;45.5833
16272;JARNOSSE;42112;414;34;11.88;4.23333;46.1
16273;LUPE;42124;316;214;1.47;4.71667;45.3667
16274;MABLY;42127;7551;230;32.8;4.06667;46.0833
16275;L'ETRAT;42092;2621;309;8.48;4.38333;45.4833
16276;SAINT-GEORGES-DE-BAROILLE;42226;328;21;15.24;4.13333;45.85
16277;BRIENNON;42026;1733;72;23.84;4.08333;46.15
16278;PRECIEUX;42180;1047;64;16.29;4.15111;45.5864
16279;MARGERIE-CHANTAGRET;42137;699;90;7.71;4.06667;45.5333
16280;LA CHAPELLE-VILLARS;42051;561;68;8.25;4.71667;45.4667
16281;MERLE-LEIGNEC;42142;306;18;16.17;4.0175;45.3748
16282;SOUTERNON;42303;326;19;17.05;4;45.8667
16283;LA RICAMARIE;42183;7976;1147;6.95;4.36667;45.4
16284;PINAY;42171;278;41;6.62;4.15;45.8667
16285;ROISEY;42191;881;67;13.03;4.67195;45.3875
16286;NERONDE;42154;472;55;8.57;4.23333;45.8333
16287;LE BESSAT;42017;438;43;10.06;4.51667;45.3667
16288;BELMONT-DE-LA-LOIRE;42015;1532;64;23.71;4.35;46.1667
16289;CERVIERES;42034;115;15;7.56;3.78333;45.85
16290;USSON-EN-FOREZ;42318;1466;31;47.24;3.93333;45.3833
16291;SAINT-JULIEN-MOLIN-MOLETTE;42246;1243;131;9.45;4.61667;45.3167
16292;CHERIER;42061;483;17;28.11;3.91667;45.9667
16293;LA PACAUDIERE;42163;1066;51;20.61;3.86667;46.1833
16294;ROCHE-LA-MOLIERE;42189;10359;593;17.44;4.31667;45.4333
16295;CHEVRIERES;42062;1055;72;14.54;4.4;45.5833
16296;MONTCHAL;42148;443;50;8.84;4.31473;45.8259
16297;CHUYER;42064;766;63;12.06;4.7;45.45
16298;CHATELUS;42055;127;50;2.53;4.46667;45.6
16299;SAINT-HEAND;42234;3561;113;31.3;4.36667;45.5167
16300;SAINT-NIZIER-DE-FORNAS;42266;642;40;15.88;4.08333;45.4
16301;PARIGNY;42166;624;68;9.15;4.1;45.9833
16302;SAINT-HILAIRE-SOUS-CHARLIEU;42236;563;41;13.51;4.2;46.1167
16303;SAINT-JEAN-LA-VETRE;42238;344;21;16.22;3.8;45.7833
16304;PALOGNEUX;42164;73;10;7.01;3.91667;45.75
16305;NOLLIEUX;42160;156;22;6.95;4;45.8167
16306;SAINT-MARCELLIN-EN-FOREZ;42256;4213;135;31.09;4.16667;45.4833
16307;NERVIEUX;42155;906;46;19.44;4.15;45.8
16308;PRALONG;42179;850;105;8.03;4.03333;45.6667
16309;ROZIER-COTES-D'AUREC;42192;445;32;13.89;4.11667;45.3667
16310;COMMELLE-VERNAY;42069;2800;225;12.41;4.06667;46
16311;VILLERS;42333;575;100;5.73;4.23333;46.1167
16312;SAINT-DIDIER-SUR-ROCHEFORT;42217;415;18;22.75;3.85;45.7833
16313;CORDELLE;42070;892;33;26.64;4.06667;45.95
16314;SAINT-GERMAIN-LESPINASSE;42231;1161;77;15;3.9625;46.1031
16315;REGNY;42181;1581;114;13.8;4.21667;45.9833
16316;SAINT-DENIS-SUR-COISE;42216;586;54;10.79;4.43333;45.6167
16317;NEAUX;42153;520;29;17.36;4.18333;45.9667
16318;LA TOURETTE;42312;566;100;5.65;4.08445;45.4148
16319;VIOLAY;42334;1338;49;27.07;4.35;45.85
16320;LAY;42118;710;55;12.85;4.21667;45.95
16321;CHANDON;42048;1448;116;12.38;4.21667;46.15
16322;VILLARS;42330;7831;1369;5.72;4.35;45.4667
16323;SAINT-ALBAN-LES-EAUX;42198;920;118;7.75;3.93333;46
16324;DANCE;42082;159;18;8.83;4.03333;45.9
16325;BELLEROCHE;42014;259;18;13.93;4.41667;46.1667
16326;ROANNE;42187;36806;2283;16.12;4.06889;46.0367
16327;PAVEZIN;42167;339;38;8.87;4.66667;45.4667
16328;VALFLEURY;42320;664;75;8.77;4.5;45.5167
16329;LES SALLES;42295;479;18;25.22;3.79361;45.8478
16330;NEULISE;42156;1269;55;22.99;4.18333;45.9
16331;VENDRANGES;42325;325;29;11.14;4.13333;45.9333
16332;JURE;42116;244;20;12.07;3.88333;45.8833
16333;GREZIEUX-LE-FROMENTAL;42105;121;11;10.31;4.15;45.6167
16334;SAINT-ROMAIN-LES-ATHEUX;42286;924;62;14.68;4.38333;45.35
16335;FOURNEAUX;42098;617;50;12.17;4.26945;45.937
16336;COUTOUVRE;42074;1098;50;21.87;4.21667;46.0667
16337;CLEPPE;42066;556;35;15.48;4.18333;45.7667
16338;EPERCIEUX-SAINT-PAUL;42088;663;83;7.92;4.21667;45.8
16339;FEURS;42094;7921;324;24.39;4.23333;45.75
16340;SAINT-JODARD;42241;555;83;6.65;4.13333;45.8833
16341;RIORGES;42184;10714;690;15.51;4.03333;46.0333
16342;LA VALLA-SUR-ROCHEFORT;42321;137;15;8.98;3.85;45.75
16343;LORETTE;42123;4498;1319;3.41;4.58333;45.5167
16344;LA TERRASSE-SUR-DORLAY;42308;765;88;8.69;4.58333;45.45
16345;SAINT-JUST-EN-CHEVALET;42248;1182;40;29.19;3.85;45.9167
16346;SAINT-GENEST-MALIFAUX;42224;2931;62;47.08;4.41667;45.3333
16347;BULLY;42027;395;20;19.03;4;45.9333
16348;NOAILLY;42157;776;24;31.45;4.01667;46.1333
16349;SAINT-JUST-LA-PENDUE;42249;1569;78;19.88;4.25;45.9
16350;SAINT-GEORGES-EN-COUZAN;42227;406;17;23.64;3.93333;45.7
16351;POMMIERS;42173;374;15;23.84;4.06667;45.8333
16352;SEVELINGES;42300;651;79;8.19;4.3;46.1
16353;SAINT-LAURENT-LA-CONCHE;42251;594;38;15.51;4.2;45.6833
16354;FONTANES;42096;652;98;6.63;4.43333;45.55
16355;BLAVOZY;43032;1592;249;6.38;3.95;45.05
16356;DESGES;43085;63;3;16.83;3.46667;45.0167
16357;VISSAC-AUTEYRAC;43013;336;19;17.1;3.60973;45.122
16358;LOUDES;43124;870;35;24.33;3.75;45.0833
16359;SAINT-JEURES;43199;910;26;34.14;4.2;45.1
16360;LA CHAPELLE-GENESTE;43059;139;7;18.06;3.66667;45.35
16361;VIEILLE-BRIOUDE;43262;1215;43;27.7;3.41667;45.2667
16362;SAINT-JULIEN-CHAPTEUIL;43200;1870;66;28.26;4.06667;45.0333
16363;GRENIER-MONTGON;43103;118;23;5.01;3.21667;45.2833
16364;VAZEILLES-LIMANDRE;43254;241;20;11.72;3.66667;45.1167
16365;TENCE;43244;3193;61;52.12;4.28333;45.1167
16366;FONTANNES;43096;1058;108;9.77;3.425;45.2917
16367;BLANZAC;43030;311;36;8.58;3.85;45.1167
16368;BORNE;43036;425;77;5.48;3.78333;45.1
16369;LE CHAMBON-SUR-LIGNON;43051;2672;64;41.71;4.3;45.05
16370;BLASSAC;43031;152;12;12.56;3.41667;45.1667
16371;MOUDEYRES;43144;107;11;9.25;4.11667;44.95
16372;CHASSIGNOLLES;43064;80;4;18.27;3.5;45.4
16373;SAINT-PREJET-D'ALLIER;43220;171;6;24.46;3.61667;44.9167
16374;MONISTROL-SUR-LOIRE;43137;8717;180;48.25;4.16667;45.2833
16375;BOISSET;43034;285;20;14.04;3.98333;45.3167
16376;BEAUMONT;43022;269;22;12.03;3.34239;45.3167
16377;AZERAT;43017;265;14;18.11;3.38333;45.3667
16378;VAZEILLES-PRES-SAUGUES;43255;42;6;6.73;3.58333;44.9
16379;TORSIAC;43247;72;7;9.06;3.23333;45.35
16380;JOSAT;43107;91;7;12.44;3.6;45.2167
16381;SOLIGNAC-SOUS-ROCHE;43240;216;24;8.65;4;45.25
16382;PEBRAC;43149;124;6;17.85;3.51667;45.0333
16383;ALLY;43006;163;5;31.13;3.30833;45.1583
16384;BEAULIEU;43021;923;41;22.27;3.94195;45.1281
16385;POLIGNAC;43152;2809;84;33.05;3.86667;45.0667
16386;SAINT-GENEYS-PRES-SAINT-PAULIEN;43187;303;18;16.49;3.81667;45.15
16387;SAINT-JULIEN-DES-CHAZES;43202;75;11;6.63;3.58333;45.05
16388;LEOTOING;43121;207;10;19.56;3.23333;45.3667
16389;MONISTROL-D'ALLIER;43136;219;8;27.32;3.63333;44.95
16390;VENTEUGES;43256;366;9;39.35;3.51667;44.9833
16391;CHOMELIX;43071;488;18;26.47;3.83333;45.2667
16392;SAINT-MARTIN-DE-FUGERES;43210;204;9;20.87;3.93333;44.9
16393;LE BRIGNON;43039;595;17;34.9;3.88333;44.9333
16394;BRIOUDE;43040;6664;492;13.52;3.4;45.3
16395;SAINTE-FLORINE;43185;3145;410;7.67;3.33333;45.4
16396;LAUSSONNE;43115;1007;40;25.11;4.05;44.9667
16397;COUTEUGES;43079;302;29;10.34;3.51667;45.1833
16398;AUTRAC;43014;78;9;8.46;3.13333;45.3333
16399;GRAZAC;43102;1000;46;21.66;4.18333;45.1833
16400;BONNEVAL;43035;86;5;14.66;3.75;45.3167
16401;SAINT-PAULIEN;43216;2406;59;40.63;3.81667;45.1333
16402;SEMBADEL;43237;248;13;18.59;3.68333;45.2667
16403;SAINT-PIERRE-EYNAC;43218;1030;42;23.99;4.03333;45.05
16404;BEAUZAC;43025;2762;76;36.33;4.1;45.25
16405;SAINT-FRONT;43186;458;8;52.33;4.13333;44.9833
16406;LANDOS;43111;932;25;36.51;3.83333;44.85
16407;VOREY;43267;1423;36;39.23;3.9;45.1833
16408;SIAUGUES-SAINTE-MARIE;43239;798;19;40.01;3.6325;45.0937
16409;GOUDET;43101;61;13;4.5;3.91667;44.8833
16410;LORLANGES;43123;326;22;14.49;3.26667;45.3333
16411;BAS-EN-BASSET;43020;4126;88;46.76;4.1;45.3
16412;FRUGIERES-LE-PIN;43100;135;11;11.57;3.5;45.2667
16413;ALLEGRE;43003;987;41;23.57;3.7;45.2
16414;SAINT-JULIEN-D'ANCE;43201;238;13;17.82;3.91667;45.3
16415;VALPRIVAS;43249;498;21;23.66;4.05;45.3167
16416;SAINT-VERT;43226;109;5;20.67;3.55;45.3667
16417;LAVOUTE-CHILHAC;43118;308;85;3.61;3.4;45.15
16418;SANSSAC-L'EGLISE;43233;1049;68;15.28;3.76667;45.05
16419;MEZERES;43134;158;18;8.58;4;45.15
16420;SAINT-PAL-DE-MONS;43213;2069;76;27.11;4.28333;45.2333
16421;CHAMPCLAUSE;43053;207;9;22.27;4.175;45.025
16422;TIRANGES;43246;456;16;26.83;3.98333;45.3
16423;SAINT-ARCONS-D'ALLIER;43167;194;12;16.08;3.56667;45.0667
16424;LEMPDES-SUR-ALLAGNON;43120;1323;127;10.4;3.2721;45.385
16425;LA BESSEYRE-SAINT-MARY;43029;134;6;21.57;3.41667;44.9667
16426;SAINT-JULIEN-MOLHESABATE;43204;206;7;27.5;4.43333;45.1833
16427;SAINT-PAUL-DE-TARTAS;43215;192;6;27.47;3.9;44.8
16428;CHADRON;43047;258;18;13.62;3.93333;44.9667
16429;PAULHAC;43147;656;78;8.4;3.35;45.3
16430;SAINT-JULIEN-DU-PINET;43203;452;26;17.2;4.03333;45.1333
16431;LA SEAUVE-SUR-SEMENE;43236;1414;179;7.86;4.25;45.2833
16432;VERGEZAC;43257;428;21;20.31;3.71667;45.0333
16433;SAINT-BONNET-LE-FROID;43172;231;17;13.09;4.45;45.15
16434;LANTRIAC;43113;1860;81;22.83;4;45
16435;PRADES;43155;62;12;4.82;3.59278;45.0275
16436;SAINT-JEAN-DE-NAY;43197;384;13;28.26;3.7;45.0667
16437;SOLIGNAC-SUR-LOIRE;43241;1210;50;24;3.88333;44.9667
16438;ESPALY-SAINT-MARCEL;43089;3548;564;6.29;3.86667;45.05
16439;FREYCENET-LA-CUCHE;43097;137;8;16.25;4.1;44.8833
16440;RAUCOULES;43159;891;42;21.01;4.3;45.1833
16441;CHANALEILLES;43054;207;4;48.52;3.5;44.8667
16442;SAINT-AUSTREMOINE;43169;50;4;11.55;3.38333;45.1167
16443;CHAUDEYROLLES;43066;102;5;18.9;4.25;44.95
16444;CUSSAC-SUR-LOIRE;43084;1688;164;10.27;3.87111;44.99
16445;CHAVANIAC-LAFAYETTE;43067;280;33;8.41;3.58333;45.15
16446;FAY-SUR-LIGNON;43092;419;31;13.24;4.23333;44.9833
16447;LE BOUCHET-SAINT-NICOLAS;43037;241;12;19.31;3.78333;44.8833
16448;PRESAILLES;43156;152;6;22.23;4.03333;44.9
16449;CISTRIERES;43073;136;6;21.89;3.61667;45.3167
16450;SAINT-ETIENNE-SUR-BLESLE;43182;51;2;17.65;3.13333;45.3167
16451;CHAMBEZON;43050;88;17;5.09;3.23333;45.3833
16452;LUBILHAC;43125;107;4;24.09;3.25;45.25
16453;SAINT-GEORGES-D'AURAC;43188;452;25;17.42;3.53333;45.15
16454;AUZON;43016;925;54;16.96;3.38333;45.3833
16455;CHASPINHAC;43061;725;44;16.44;3.95;45.0833
16456;SAINT-PRIVAT-DU-DRAGON;43222;164;7;21.66;3.46667;45.1833
16457;LANGEAC;43112;3978;117;33.94;3.48333;45.1
16458;MAZEYRAT-D'ALLIER;43132;1546;34;44.95;3.52806;45.1209
16459;FERRUSSAC;43094;85;4;17.08;3.41667;45.1
16460;SAINT-BEAUZIRE;43170;332;14;23.46;3.2675;45.275
16461;ARLEMPDES;43008;132;9;13.74;3.91667;44.8667
16462;TAILHAC;43242;81;6;12.52;3.46667;45.05
16463;BEAUX;43024;794;47;16.78;4.1;45.1833
16464;BAINS;43018;1270;33;37.56;3.76667;45.0167
16465;AUREC-SUR-LOIRE;43012;5614;250;22.44;4.2;45.3667
16466;LE MONASTIER-SUR-GAZEILLE;43135;1767;44;39.39;3.99528;44.9392
16467;ROCHE-EN-REGNIER;43164;491;18;26.92;3.93333;45.2167
16468;BERBEZIT;43027;59;5;10.39;3.6;45.2833
16469;CHILHAC;43070;197;47;4.11;3.45;45.15
16470;SAINT-GERMAIN-LAPRADE;43190;3413;121;28.09;3.96667;45.0333
16471;ARAULES;43007;623;20;31.1;4.16667;45.0833
16472;CUBELLES;43083;136;11;12.13;3.58333;45
16473;SAINT-ETIENNE-DU-VIGAN;43180;112;11;9.43;3.83333;44.7833
16474;SAINT-VENERAND;43225;55;5;9.68;3.66667;44.8667
16475;SAUGUES;43234;1873;23;78.8;3.55;44.9667
16476;CEYSSAC;43045;398;36;10.86;3.81667;45.0333
16477;PINOLS;43151;227;6;34.92;3.41667;45.05
16478;SAINTE-EUGENIE-DE-VILLENEUVE;43183;93;15;6.11;3.61667;45.1333
16479;LISSAC;43122;260;21;12.03;3.76667;45.1333
16480;BARGES;43019;70;9;7.02;3.9;44.8333
16481;RIOTORD;43163;1197;23;51.88;4.4;45.2333
16482;CROISANCES;43081;35;4;7.37;3.6;44.9
16483;ALLEYRAC;43004;123;10;11.34;3.96667;44.8833
16484;SAINT-MAURICE-DE-LIGNON;43211;2402;79;30.23;4.15;45.2167
16485;LAFARRE;43109;63;4;13.02;3.98973;44.8423
16486;BELLEVUE-LA-MONTAGNE;43026;468;14;32.74;3.81667;45.2167
16487;BOURNONCLE-SAINT-PIERRE;43038;1008;62;16.16;3.31667;45.3333
16488;AIGUILHE;43002;1585;1440;1.1;3.88473;45.0509
16489;LES VILLETTES;43265;1204;102;11.78;4.18333;45.2333
16490;FRUGERES-LES-MINES;43099;510;472;1.08;3.31667;45.3833
16491;MONTFAUCON-EN-VELAY;43141;1277;255;4.99;4.31362;45.185
16492;SAINT-HILAIRE;43193;183;12;14.64;3.43899;45.3807
16493;LA CHAPELLE-BERTIN;43057;58;5;11.29;3.65;45.2167
16494;SAINT-JEAN-D'AUBRIGOUX;43196;187;10;17.8;3.81667;45.35
16495;CHARRAIX;43060;95;10;9.46;3.56667;45.0333
16496;AUVERS;43015;62;2;21.5;3.41667;45
16497;LAVOUTE-SUR-LOIRE;43119;760;74;10.16;3.9;45.1167
16498;SAINT-CHRISTOPHE-SUR-DOLAISON;43174;954;34;27.34;3.81667;45
16499;MAZET-SAINT-VOY;43130;1150;25;45.02;4.23333;45.05
16500;SAINT-DIDIER-SUR-DOULON;43178;211;6;34.14;3.55;45.3
16501;VERNASSAL;43259;393;20;19.23;3.7;45.15
16502;VIELPRAT;43263;63;8;7.24;3.95;44.85
16503;LE MAS-DE-TENCE;43129;175;13;12.83;4.36667;45.1167
16504;LAPTE;43114;1502;48;30.75;4.21667;45.1833
16505;DUNIERES;43087;2934;84;34.75;4.33333;45.2167
16506;CHAMALIERES-SUR-LOIRE;43049;465;34;13.4;3.98333;45.2
16507;SAINT-ETIENNE-LARDEYROL;43181;695;58;11.8;4;45.0667
16508;VEZEZOUX;43261;517;72;7.13;3.35;45.4
16509;FIX-SAINT-GENEYS;43095;139;17;7.91;3.66667;45.1333
16510;JAVAUGUES;43105;197;28;6.98;3.48333;45.2833
16511;LE MONTEIL;43140;604;272;2.22;3.91473;45.0656
16512;SAINT-LAURENT-CHABREUGES;43207;233;28;8.27;3.35;45.2833
